User_ID,Age,Gender,Notification_Count,Daily_Screen_Time_Hours,Number_of_Apps_Used,Social_Media_Usage_Hours,Gaming_App_Usage_Hours,Physical_Activity_Hours_Week,Night_Time_Usage_Hours,Sleep_Hours,Digital_Wellbeing_Score,Awareness_Level
330,41,Female,48,6.06,4,1.23,1.1,4,4,8.54,72.5,High
331,49,Female,89,11.08,7,3.59,3.12,7.6,7.6,7.23,28.59,Low
332,39,Male,102,10.33,19,4.57,4.45,4.5,4.5,6.23,29.34,Low
333,40,Male,69,8.11,8,0.02,0.44,4.1,4.1,7.34,63.37,Medium
334,19,Male,20,12.34,4,2.19,1,9.3,9.3,6.11,34.92,Low
335,44,Female,84,8.34,6,3.45,1.39,2.5,2.5,8.03,44.13,Low
336,59,Female,90,8.31,24,1.14,0.43,1.2,1.2,7.33,71.16,High
337,19,Female,90,9.24,28,1.24,3.18,5.8,5.8,7.03,70.1,High
338,43,Male,110,13.21,13,3.29,3.11,9.7,9.7,6.26,25.21,Low
339,34,Male,53,7.09,10,4.13,0.07,3.8,3.8,8.44,68.6,Medium
340,57,Female,97,13.28,14,4.06,1.07,0.6,0.6,6.06,28.66,Low
341,50,Female,109,11.07,10,2.16,0.52,3.4,3.4,6.18,44.35,Low
342,26,Male,35,8.02,13,3.43,3.44,5.1,5.1,8.38,64.31,Medium
343,56,Male,87,8.4,24,1.19,0.11,1.6,1.6,7.44,66.82,Medium
344,46,Male,67,12.36,22,3.35,4.47,6.6,6.6,6.24,28.52,Low
345,59,Male,77,8.13,10,2.08,3.32,10,10,7.3,46.67,Medium
346,43,Female,88,12.59,10,0.37,1.44,4.5,4.5,7.2,43.39,Low
347,52,Male,67,13.29,28,3.47,2.25,3.5,3.5,5.35,34.72,Low
348,42,Female,63,8.09,19,2.56,4.38,4,4,6.42,52.6,Medium
349,41,Female,80,12.37,22,1.59,2.27,1.2,1.2,7.15,69.04,Medium
350,30,Female,52,13.36,22,4.21,0.57,8.8,8.8,6.33,33.5,Low
351,24,Male,52,9.04,25,0.53,1.04,4.1,4.1,7.39,64.84,Medium
352,53,Male,96,6.34,18,1.52,4.07,3.9,3.9,9.35,72.66,High
353,37,Male,51,6.21,16,0.52,3.24,6.6,6.6,9.35,80.6,High
354,18,Male,96,8.13,13,3.01,3.26,4.4,4.4,7.15,44.53,Low
355,25,Female,91,13.25,9,3.23,4.45,6.5,6.5,6.5,19.01,Low
356,33,Male,36,11.03,18,1.07,4.22,0.6,0.6,6.04,41.63,Low
357,31,Male,63,9.24,15,3.1,4.29,8.1,8.1,7.1,37.9,Low
358,29,Female,109,12.24,29,1.12,0.44,9.4,9.4,8.3,90.54,High
359,40,Male,55,7.08,17,3.16,2.46,6.5,6.5,8.1,62.15,Medium
360,32,Female,68,12.24,26,2.07,3.22,9.5,9.5,6,40.34,Low
361,45,Female,91,6.43,18,2.2,3.48,1.5,1.5,8.44,68.03,Medium
362,51,Female,99,11.52,29,4.17,3.46,4.8,4.8,9.07,61.13,Medium
363,19,Female,73,2.07,23,1.29,0.19,6,6,8.1,88.83,High
364,49,Female,65,9.38,25,0.17,3.17,5.8,5.8,7.41,58.41,Medium
365,40,Female,115,13.39,26,2.45,3.17,4,4,7.04,34.69,Low
366,39,Female,123,5.22,11,4.46,0.01,3.4,3.4,7.56,62.28,Medium
367,42,Female,104,9.22,5,1.3,2.03,1.3,1.3,7.58,54.38,Medium
368,39,Male,82,9.5,21,0.37,0.29,3.9,3.9,7.09,64.09,Medium
369,39,Male,59,13.37,22,1.31,1.32,1.6,1.6,6.57,43.25,Low
370,59,Male,59,10,7,2.1,0.35,7.3,7.3,7.53,75.64,High
371,23,Male,93,11.38,12,0.44,2.17,2.1,2.1,7.44,61.54,Medium
372,32,Female,90,7.57,19,3.24,2.36,0.6,0.6,8.38,56.83,Medium
373,54,Male,115,12.32,17,4.32,3.18,5.5,5.5,8.21,26.03,Low
374,50,Female,96,7.24,25,2.59,3.46,6,6,8.18,55.21,Medium
375,25,Male,42,6.39,27,1.37,4.27,8.7,8.7,9.5,77.44,High
376,22,Male,106,9.32,10,2.4,1.39,5.8,5.8,6.49,47.03,Medium
377,56,Male,55,11.46,17,0.07,0.19,3.5,3.5,7.48,56.38,Medium
378,21,Female,70,9.33,23,4.1,4.48,8,8,8.42,65.52,Medium
379,23,Male,86,12.01,16,2.21,0.32,5.4,5.4,8.45,44.47,Low
380,49,Female,129,6.36,22,1.5,4.11,0.8,0.8,7.38,71.23,High
381,47,Female,157,8.52,9,3.23,4.57,5.7,5.7,6.55,35.97,Low
382,52,Male,95,6.39,23,2.4,2.5,9.1,9.1,7.06,61.09,Medium
383,57,Male,75,10.39,25,3.16,4.14,4,4,5.24,39.14,Low
384,33,Male,93,5.5,14,0.11,0.4,3,3,7.25,75.83,High
385,30,Female,102,12.38,19,4.56,1.38,1.4,1.4,6.04,31.51,Low
386,59,Male,71,10.5,19,4.45,3.01,1.5,1.5,7.05,33.74,Low
387,47,Female,124,9.05,12,3.31,1.28,4.3,4.3,7.42,45.6,Medium
388,36,Female,85,11.05,21,4.14,4.4,6,6,8.34,29.7,Low
389,34,Male,92,10.02,16,0.15,0.09,0.8,0.8,8.16,61.12,Medium
390,36,Male,96,8.3,13,2.53,2.01,9.4,9.4,8.28,76.38,High
391,45,Female,90,6.5,4,3.21,2.5,7.6,7.6,7.21,47.34,Medium
392,43,Female,100,13.07,20,2.27,3.1,5.9,5.9,7.33,33.69,Low
393,54,Female,64,5.53,9,2.19,1.12,8.3,8.3,7.08,73.56,High
394,43,Male,66,10.51,14,1.32,1.09,0.8,0.8,8.39,50.23,Medium
395,40,Female,52,13.14,28,0.09,4.13,4.8,4.8,7.47,43.52,Low
396,26,Male,90,9.1,4,1.39,0.17,6.3,6.3,8.31,80.76,High
397,29,Female,99,9.28,29,0.31,4.5,8.3,8.3,6.14,56.11,Medium
398,18,Female,91,9.09,22,3.49,2.53,7.8,7.8,8.49,52.5,Medium
399,18,Male,121,8.51,20,1.59,3.08,2.8,2.8,7.13,53.32,Medium
400,51,Female,79,5.03,8,0.32,3.56,9.4,9.4,9.15,73.65,High
401,49,Male,96,10.56,26,2.01,1.38,1.2,1.2,7.02,86.18,High
402,42,Male,52,9.26,12,2.32,2.27,8.8,8.8,7.03,45.87,Medium
403,57,Female,70,11.35,22,4.32,4.02,9.7,9.7,7.2,29.57,Low
404,18,Male,97,11.28,17,2.4,2.19,1.8,1.8,7.25,41,Low
405,33,Male,101,8.37,7,1.12,4.05,7.2,7.2,7.28,45.95,Medium
406,56,Female,72,12.01,22,4.29,2.26,0.4,0.4,9.01,67.44,Medium
407,22,Male,78,9.32,5,2.32,0.52,4.1,4.1,6.25,47.48,Medium
408,39,Male,42,12,7,0.12,1.01,5.2,5.2,8.13,74.38,High
409,46,Male,71,12.26,27,2.51,4.28,5.8,5.8,7.16,35.62,Low
410,20,Female,102,11.54,10,4.25,1.37,9.4,9.4,7.18,31.21,Low
411,29,Male,94,10.32,10,1.21,4.02,6.7,6.7,7.52,40.09,Low
412,43,Female,92,13.03,10,1.38,4.15,4.8,4.8,6.05,29.03,Low
413,33,Female,81,3.19,14,0.01,1.29,8.1,8.1,7.09,89.18,High
414,54,Male,80,11.27,26,0.37,0.39,9.5,9.5,8.02,64.52,Medium
415,39,Male,63,11.27,25,2.38,3.01,0.2,0.2,8,65.38,Medium
416,46,Male,97,12.04,10,2.25,1.16,9.8,9.8,6.1,38.41,Low
417,31,Female,90,12,13,0.45,3.4,0.9,0.9,9.05,67.83,Medium
418,45,Male,92,11.03,16,4.57,2.11,8.1,8.1,7.08,36,Low
419,22,Male,66,12.32,10,3.49,2.34,2.8,2.8,8,28.48,Low
420,47,Male,26,6.31,26,2.14,3.42,1.3,1.3,8.32,78.67,High
421,22,Male,107,6.37,12,4.33,1,4.4,4.4,9.19,52.03,Medium
422,29,Male,68,10.12,9,0.41,2.54,6.4,6.4,8.39,48.3,Medium
423,33,Female,58,6.3,19,2.54,1.44,3.8,3.8,7.36,62.07,Medium
424,43,Female,97,5.32,6,3.43,1.14,0.5,0.5,9.01,59.22,Medium
425,43,Male,70,10.22,15,4.48,2.25,6,6,8.51,60.12,Medium
426,38,Male,106,8.5,6,3.39,4.36,9,9,9.23,56.68,Medium
427,56,Male,95,12.23,7,1.1,1.2,3.8,3.8,6.29,40.84,Low
428,53,Male,97,12.22,28,4.02,2.48,2.2,2.2,8.17,49.22,Medium
429,50,Female,45,10.54,24,0.58,3.3,4.4,4.4,9.11,84.47,High
430,47,Male,110,6.04,6,4.05,1.24,0.5,0.5,6.32,53.82,Medium
431,54,Female,86,11.37,20,4.08,1.22,8.2,8.2,7.16,60.57,Medium
432,40,Female,70,5.03,8,0.05,4.23,8.3,8.3,6.41,69.81,Medium
433,27,Male,83,7.39,26,3.08,3.56,5.9,5.9,7.38,57.76,Medium
434,22,Female,35,8.24,26,0.38,2.37,3.5,3.5,8.28,75.6,High
435,53,Female,90,6.32,25,2.3,3.27,8,8,9.28,63.55,Medium
436,51,Female,54,10.03,24,2.31,0.2,5.5,5.5,7.05,55.87,Medium
437,48,Female,46,8.33,4,2.4,3.53,8.3,8.3,9.34,59.93,Medium
438,27,Male,41,9.44,25,4.49,2.42,6.3,6.3,6.38,42.45,Low
439,36,Male,107,8.01,13,3.11,2.17,7.8,7.8,6.34,47.98,Medium
440,49,Female,64,8.26,16,2.07,1.35,6,6,7.22,55.57,Medium
441,18,Male,118,10.35,7,4.07,0.34,4.1,4.1,7.41,41.84,Low
442,22,Male,66,8.5,8,4.49,0.44,9.6,9.6,7.2,43.22,Low
443,21,Male,37,12.5,12,0.27,4.54,5.4,5.4,5.37,35.45,Low
444,33,Male,52,9.35,10,4.19,2.08,6.1,6.1,7.03,37.25,Low
445,41,Male,110,8.35,16,0.46,2.52,2.2,2.2,6.2,58.3,Medium
446,33,Female,76,11.25,26,4.58,0.37,6.3,6.3,7.35,42.41,Low
447,19,Male,66,10.26,5,1.06,0.57,5.7,5.7,7.53,55.9,Medium
448,45,Male,84,4.26,14,0.1,3.29,1.8,1.8,7.11,71.34,High
449,49,Male,92,5.53,18,2.19,2.59,0.6,0.6,8.03,71.35,High
450,44,Male,107,9.38,25,3.15,2.43,6,6,7.32,74.61,High
451,37,Female,116,12.1,19,1.03,1.33,7.6,7.6,7.03,47.48,Medium
452,41,Female,71,10.09,3,0.05,3.31,5.2,5.2,8.15,44.35,Low
453,29,Female,46,13.39,25,3.57,0.02,2.3,2.3,6.1,39.37,Low
454,52,Female,69,8.37,12,4.21,0.02,6.7,6.7,8.05,48.28,Medium
455,50,Male,86,7.05,27,1.25,2.27,0.8,0.8,7.02,66.3,Medium
456,50,Female,55,3.2,25,1.02,1.43,4.4,4.4,8.11,90.78,High
457,54,Male,56,9.22,12,2.4,1.14,1.6,1.6,7.03,49.23,Medium
458,29,Male,88,11.1,23,0.59,3.4,1.8,1.8,6.4,58.26,Medium
459,20,Male,78,13.25,26,4.41,3.22,2,2,6.07,26.83,Low
460,18,Male,80,10.12,4,4.13,4.39,3.9,3.9,7.27,45.07,Medium
461,50,Male,61,7.42,11,2.1,2.1,0.5,0.5,9.36,53.54,Medium
462,57,Female,74,9.11,24,1.17,0.47,4,4,7.16,63.17,Medium
463,27,Female,56,9.25,15,4.53,1.31,5.1,5.1,6.55,41.23,Low
464,46,Female,102,8.12,27,2.11,4.57,4.8,4.8,7.45,51.55,Medium
465,30,Female,105,11.39,18,4.22,2.58,3.8,3.8,7.1,32.27,Low
466,29,Male,33,7.42,20,3.11,3.56,8.4,8.4,8.25,65.02,Medium
467,48,Female,56,10.24,21,3.12,0.53,1.5,1.5,7.46,49.1,Medium
468,19,Male,42,12.07,14,2.24,2.35,5.1,5.1,8.11,46.78,Medium
469,52,Female,63,12.46,10,2.44,0.59,0.6,0.6,6.21,37.87,Low
470,40,Male,77,12.39,19,4.5,2.32,0.7,0.7,6.18,28.77,Low
471,34,Male,43,7.55,17,2.57,4.23,5.7,5.7,7.44,54.73,Medium
472,43,Female,56,10.13,12,3.18,4.38,5.7,5.7,6,53.38,Medium
473,25,Male,54,13.11,17,1.54,2.33,8.8,8.8,5.32,37.45,Low
474,46,Male,85,9.21,17,3.45,2.55,5.6,5.6,8.48,49.58,Medium
475,43,Female,81,12.35,25,2.35,4.27,9.6,9.6,8.36,34.94,Low
476,27,Male,61,8.11,9,0.44,3.36,0.5,0.5,8.18,69.97,Medium
477,43,Female,74,9.03,15,0.07,0.06,1,1,8.01,64.65,Medium
478,51,Female,78,11.04,19,3.28,2.03,0.4,0.4,7.09,39.74,Low
479,58,Female,41,13.55,11,3.54,1.36,1.9,1.9,9.33,27.37,Low
480,24,Male,92,5.36,10,2.52,2.55,5.4,5.4,8.59,57.4,Medium
481,21,Male,94,10.07,22,1.54,2,6.5,6.5,7.29,52.25,Medium
482,28,Male,78,8.41,28,3.31,2,0.5,0.5,6.47,54.06,Medium
483,46,Female,108,6.06,29,0.5,1.46,9.5,9.5,7.39,93.45,High
484,53,Male,71,9.27,23,2.43,0.19,8.4,8.4,7.27,57.66,Medium
485,42,Female,94,9.3,20,0.17,2.18,3,3,6.5,59.2,Medium
486,38,Female,54,13.57,15,0.05,4.28,0.8,0.8,5.33,34.84,Low
487,53,Male,79,7.08,18,1.17,3.09,1.7,1.7,7.32,59.24,Medium
488,27,Female,75,3.53,11,1.18,1.59,1.3,1.3,7.11,73.26,High
489,54,Male,85,5.13,14,0.21,4.17,1.2,1.2,9.5,78.23,High
490,26,Male,70,11.28,14,1.36,4.27,5.2,5.2,8.26,55.58,Medium
491,41,Male,76,4.13,8,2.31,1.34,2.5,2.5,8.27,65.54,Medium
492,52,Male,100,10.39,21,2.55,0.42,3.6,3.6,8.13,51.29,Medium
493,52,Male,69,10.04,9,1.4,3.46,9.9,9.9,8.15,58.56,Medium
494,53,Female,39,13.21,27,4.58,4.3,6.8,6.8,6.23,23.4,Low
495,35,Female,123,13.1,5,0.02,4.26,9.5,9.5,8.15,31.51,Low
496,56,Female,114,9.22,18,2.27,4.1,1.4,1.4,7.55,43.62,Low
497,49,Male,47,13,20,0.09,3.48,3.8,3.8,6.12,41.89,Low
498,41,Male,97,10.45,18,0.5,2.48,5.5,5.5,7.18,51.61,Medium
499,40,Male,67,8.36,25,2.34,0.37,0.8,0.8,6.55,61.86,Medium
500,49,Female,86,9.09,9,2.28,1.04,0,0,7.31,70.54,High
501,54,Male,89,12.07,6,4.53,2.07,6.7,6.7,8.3,45.13,Medium
502,29,Female,79,9.56,29,2.14,3.33,6.4,6.4,9.16,55.16,Medium
503,30,Female,108,12.35,27,4.32,2.47,4.1,4.1,5.53,33.39,Low
504,40,Male,78,7.53,10,0.06,3.51,4.9,4.9,8.22,56.73,Medium
505,42,Male,35,12.22,15,0.11,1.55,4.2,4.2,6.15,48.11,Medium
506,52,Female,111,9.56,15,0.48,2.11,0.2,0.2,7.08,54.55,Medium
507,58,Male,57,9.5,19,0.29,0.37,3.4,3.4,8.13,90.62,High
508,47,Female,63,13.53,19,2.2,2,1.8,1.8,6.18,35.23,Low
509,34,Male,65,7.54,7,3.3,3.3,1,1,7.41,42.21,Low
510,37,Male,114,6.5,8,0.57,3.03,9.6,9.6,7.26,58.83,Medium
511,42,Female,26,9.39,21,4.23,4.48,6,6,7.31,35.16,Low
512,39,Male,158,6.38,15,4.19,1.44,7.3,7.3,8.14,68.31,Medium
513,30,Female,106,11,27,1.36,2.49,3.2,3.2,7.33,57.27,Medium
514,36,Male,85,7.46,28,0.03,1.04,3.9,3.9,7.05,74.3,High
515,53,Female,78,11.04,16,0.27,2.29,2.4,2.4,7.13,68.14,Medium
516,29,Female,87,13.52,24,0.43,4.55,1,1,7.08,37.29,Low
517,58,Male,93,12.23,6,0.19,3.23,1.8,1.8,8.24,56.62,Medium
518,36,Female,96,8.32,9,2.59,4.58,8,8,7.25,58.52,Medium
519,29,Male,93,6.51,10,1.23,1.02,6.8,6.8,8,63.39,Medium
520,26,Male,82,12.56,27,1.49,4.1,5.5,5.5,7.22,39.35,Low
521,24,Male,75,10.11,15,4.48,0.44,4.8,4.8,7.04,65.18,Medium
522,45,Female,76,9,29,3.5,4.03,9.2,9.2,8.45,66.33,Medium
523,31,Female,75,10.14,8,4.31,1.25,0.7,0.7,8.16,67.45,Medium
524,48,Male,108,3.07,8,0.4,1.26,2.8,2.8,9.16,84.02,High
525,36,Male,94,11.51,26,1.35,2.45,3.5,3.5,6.16,48.45,Medium
526,33,Female,20,10.24,23,2.57,4.53,7.8,7.8,5.52,39.89,Low
527,22,Male,96,6.07,5,0.52,0.42,9.9,9.9,6.41,70.25,High
528,52,Male,84,10.1,5,0.33,1.26,2.4,2.4,7.02,50.63,Medium
529,29,Female,79,12.38,15,3.35,4.41,8.7,8.7,8.15,46.99,Medium
530,42,Male,70,13.01,24,3.01,1.5,8.3,8.3,6.23,37.94,Low
531,38,Female,108,13.06,4,2.14,1.49,2.2,2.2,7.05,30.96,Low
532,53,Male,103,9.55,18,2.33,2.05,4,4,6.25,60.99,Medium
533,40,Female,60,12.26,24,2.35,1.58,4.1,4.1,7.01,43.2,Low
534,33,Male,90,11.33,8,0.05,4.14,9.8,9.8,6.23,39.82,Low
535,56,Male,55,8.32,10,1.38,3.52,1.8,1.8,7.19,59.49,Medium
536,59,Female,45,11.09,25,0.41,2.29,8,8,8.31,79.31,High
537,56,Male,64,6.42,10,0.5,4.41,3.3,3.3,7.25,56.13,Medium
538,31,Female,101,11.58,27,4.5,2.36,7.3,7.3,6.46,35.8,Low
539,48,Male,103,13.43,8,3.57,0.57,4.2,4.2,7.29,28.59,Low
540,22,Female,92,10.58,16,3.53,1.36,5.8,5.8,6.45,40.91,Low
541,52,Female,98,12.5,5,1.11,2.41,8.3,8.3,7.29,34.96,Low
542,40,Female,92,10.33,12,1.02,0.59,8,8,6.32,59.27,Medium
543,46,Female,63,11.23,5,1.44,4.36,8.7,8.7,7.24,32.1,Low
544,28,Male,90,11.24,29,0.17,3.34,0.6,0.6,8.37,53.16,Medium
545,35,Male,100,9.28,14,0.39,1.22,6.9,6.9,6.16,73.69,High
546,29,Female,98,8.51,19,3.2,2.05,1.4,1.4,6.59,49.29,Medium
547,26,Female,109,11.05,29,3.14,3.03,4.2,4.2,7.3,42.39,Low
548,27,Female,97,7.24,7,2.32,4.17,5.5,5.5,8.11,65.65,Medium
549,34,Male,88,11.23,22,2.34,4.59,4,4,7.11,36.51,Low
550,55,Male,106,12.01,27,4.25,2.08,5.2,5.2,7.52,68.01,Medium
551,24,Male,79,7.48,11,0.07,3.48,10,10,7.45,57.49,Medium
552,30,Male,57,11.28,23,1.35,2.28,1.4,1.4,7.08,48.26,Medium
553,57,Female,75,4.42,28,1.47,2.12,6.8,6.8,9.17,76.02,High
554,59,Female,61,4.21,22,3.29,0.58,4,4,8.07,70.86,High
555,26,Female,63,7.29,9,4.22,0.46,1.3,1.3,8.23,53.06,Medium
556,44,Male,76,12.27,24,1.41,2.51,1.6,1.6,6.33,44.18,Low
557,19,Male,60,7.05,6,4.43,1.16,9.5,9.5,8.29,65.85,Medium
558,22,Male,72,12.2,15,4.13,0.44,8.8,8.8,6.32,34.83,Low
559,46,Female,32,7.39,15,1.13,3.31,9.1,9.1,8.29,70.34,High
560,54,Female,85,13.06,12,2.01,0.47,9.9,9.9,6.2,38.89,Low
561,55,Male,80,13.16,20,2.54,2.21,2.1,2.1,7.16,35.03,Low
562,36,Female,59,7.19,19,4.36,2.03,3.6,3.6,9.08,49.33,Medium
563,25,Male,96,7.4,22,0.04,4.04,6.7,6.7,8.09,61.91,Medium
564,18,Male,103,7.48,22,4.37,2.36,4.8,4.8,7.12,48.76,Medium
565,39,Female,39,9.19,15,1.44,0.4,4.2,4.2,8.08,57.26,Medium
566,34,Male,60,7.03,19,3.4,2.48,3.6,3.6,8.19,69.02,Medium
567,24,Female,60,8.17,24,2.53,4.12,5.9,5.9,7.09,74.97,High
568,42,Male,56,8.07,6,2.59,4.33,5.8,5.8,7.5,64.41,Medium
569,21,Female,100,8.05,3,4.46,2.44,1.6,1.6,6.04,42.18,Low
570,53,Female,75,6.09,3,4.13,1.21,4.7,4.7,7.55,54.42,Medium
571,23,Female,73,12.26,17,4.55,4.52,5.5,5.5,7.16,32.81,Low
572,48,Male,29,13,15,0.38,0.58,5.7,5.7,8.29,47.17,Medium
573,36,Male,95,7.02,19,3.24,3.22,2.1,2.1,8.22,53.51,Medium
574,56,Female,49,8.12,26,0.19,2.5,7.4,7.4,7.11,65.58,Medium
575,44,Female,81,11.58,28,2.01,0.02,0.3,0.3,8.22,73.5,High
576,27,Male,86,12.22,10,2.38,1.41,3.5,3.5,5.3,36.42,Low
577,43,Male,114,12.5,20,2.05,1.33,7.8,7.8,7.21,42.26,Low
578,36,Male,47,12.58,29,2.16,3.31,5.6,5.6,7.23,40,Low
579,56,Female,20,13.55,15,4.58,4.44,2.6,2.6,5.28,15.43,Low
580,20,Male,84,7.07,25,0.24,1.5,6.9,6.9,9.24,93.42,High
581,30,Male,125,11.31,16,3.56,4.57,5.7,5.7,7.07,28.03,Low
582,45,Female,110,10.29,10,1.27,0.48,8,8,7.02,51.07,Medium
583,37,Male,85,12.23,10,0.01,2.2,7.4,7.4,8.51,76.64,High
584,45,Male,67,13.48,29,0.34,0.45,6.1,6.1,8.29,53.31,Medium
585,25,Male,100,9.54,28,4.36,4.43,4.9,4.9,8.28,63.91,Medium
586,58,Female,55,9.28,17,4.04,3.2,1.3,1.3,7.31,38.29,Low
587,56,Female,91,8.18,29,4,3.43,2.6,2.6,8.04,65.97,Medium
588,18,Female,92,9.24,15,4.39,4.1,4.2,4.2,7.3,44.42,Low
589,20,Female,106,10.39,9,1.11,3.38,6,6,8.01,41.74,Low
590,30,Female,148,8.18,7,1.55,4.03,5.1,5.1,6.59,44.9,Low
591,45,Female,89,8,19,3.35,3.5,2.9,2.9,8.03,52.68,Medium
592,42,Female,67,10.05,27,2.44,4,0.1,0.1,7.37,63.4,Medium
593,50,Male,79,11.13,18,2.22,2.27,5,5,7.21,42.57,Low
594,55,Male,35,8.54,25,1.46,0.23,2.9,2.9,8.39,87.46,High
595,23,Female,62,6.46,4,2.3,2.34,7.3,7.3,8.36,51.8,Medium
596,49,Male,69,12.49,24,2.1,0.12,0.2,0.2,6.22,47.99,Medium
597,38,Male,66,12.01,20,0.09,2.46,5.8,5.8,6.48,48.72,Medium
598,33,Female,83,6.53,19,2.02,2.33,9.4,9.4,7.14,60.61,Medium
599,38,Male,59,10.27,9,2.53,3.1,1.7,1.7,7,37.11,Low
600,28,Male,108,11.48,15,2.13,0.35,4.7,4.7,7.08,46.13,Medium
601,54,Male,80,12.49,20,1.15,0.5,0.9,0.9,7.23,48.68,Medium
602,53,Male,79,10,16,3.09,2.16,6.3,6.3,6.52,48.64,Medium
603,52,Male,71,8.26,20,0.28,4.34,5.5,5.5,9.09,73.69,High
604,36,Female,83,4.5,15,1.09,1.59,4.1,4.1,9.31,72.17,High
605,37,Female,100,6.03,13,3.11,2.17,5.2,5.2,8.23,62.57,Medium
606,35,Female,58,8,23,2.29,3.39,9,9,9.2,52.85,Medium
607,58,Male,63,8.03,23,1.4,3.21,2,2,8.12,82.55,High
608,31,Female,72,11.17,18,3,1.56,0.2,0.2,6.11,48.32,Medium
609,32,Male,46,5.54,25,2.04,2.23,8.6,8.6,6.25,67.61,Medium
610,48,Male,59,5.51,19,3.19,1.57,5.8,5.8,9.04,65.97,Medium
611,18,Male,68,12.02,10,3.07,4.18,8.9,8.9,7.22,25.56,Low
612,20,Male,101,10.19,21,3.42,0.36,6,6,7.51,62.79,Medium
613,33,Female,86,10.35,22,2.11,1.38,8.1,8.1,8.41,81.06,High
614,40,Female,84,11.09,17,0,0.2,4.3,4.3,6.34,58,Medium
615,28,Male,101,4.54,11,1.56,1.07,7.5,7.5,9.5,81.91,High
616,29,Female,76,10.45,22,2.53,3.27,9.1,9.1,7.04,42.72,Low
617,27,Male,89,11.33,12,3.19,1.04,5.7,5.7,7.29,38.5,Low
618,49,Female,77,9.15,14,2.27,0.16,1.8,1.8,8.24,67.21,Medium
619,33,Female,86,11.32,23,1.56,2.36,2.7,2.7,7.19,46.98,Medium
620,25,Male,65,10.37,25,0.42,0.35,2,2,8,74.14,High
621,55,Female,20,10.1,22,2.36,0.53,2.5,2.5,7.14,62.71,Medium
622,29,Male,76,8.28,3,1.46,4.18,3.1,3.1,9.09,68.04,Medium
623,41,Female,115,9.25,27,3.36,3.26,5.6,5.6,9.36,64.4,Medium
624,45,Male,103,13.49,22,0.11,4.52,5.9,5.9,7.55,37.79,Low
625,25,Male,104,7.44,11,2.36,4.33,4.3,4.3,9.27,50.43,Medium
626,45,Female,110,8.28,24,4.48,3.1,6.2,6.2,7.25,44.09,Low
627,53,Female,82,11.12,17,0.48,0.53,0.8,0.8,7.05,69.69,Medium
628,43,Male,84,11.07,3,2.55,3.44,0.9,0.9,7.2,41.14,Low
629,25,Female,64,10.59,14,0.43,4.46,1.7,1.7,8.31,76.18,High
630,45,Female,72,8.41,5,3.55,4.11,5.2,5.2,8.54,44.9,Low
631,45,Male,95,10.02,13,2.27,2.53,2.1,2.1,6.04,43,Low
632,54,Male,110,10.25,4,2.46,1.2,2.8,2.8,9.24,66.56,Medium
633,58,Female,76,9.23,18,2.14,4.53,4,4,8.29,64.8,Medium
634,53,Male,68,10.01,11,4.05,3.1,8.1,8.1,8.32,63.64,Medium
635,44,Male,80,11.2,17,0.43,4.38,0.1,0.1,7.18,61.47,Medium
636,34,Male,95,12.53,14,0.58,0.27,6.5,6.5,5.3,48.5,Medium
637,26,Female,43,7.07,3,4.19,1.04,6.7,6.7,9.32,65.41,Medium
638,50,Female,22,4.4,15,2.49,1.16,8,8,8.04,71.47,High
639,37,Male,66,8.43,16,4.13,3.55,9.3,9.3,7.06,50.65,Medium
640,30,Female,49,10.02,27,2.01,0.19,0.2,0.2,6.36,58.77,Medium
641,45,Male,67,9.5,27,4.08,0.4,1.5,1.5,7.21,51.35,Medium
642,46,Female,76,7.56,10,2.36,4.45,8.9,8.9,9.29,48.58,Medium
643,30,Male,68,10.27,10,3.19,0.57,4.6,4.6,7.15,42.81,Low
644,52,Male,116,8.46,29,4.25,4.11,5.6,5.6,6.03,43.84,Low
645,23,Female,88,12.07,14,2.28,1.05,6.6,6.6,6.49,40.61,Low
646,35,Male,87,11.33,3,0,4.16,6.8,6.8,6.58,37.35,Low
647,22,Female,95,4.34,13,1.54,2.5,9.3,9.3,6.09,66.97,Medium
648,42,Female,51,5.27,10,0.34,4.18,10,10,8.21,65.26,Medium
649,19,Male,105,6.05,12,1.05,4.25,7.2,7.2,8.38,70.73,High
650,27,Male,78,5.13,21,1.36,0.47,2.9,2.9,8.29,75.39,High
651,47,Female,96,13.31,13,2.52,0.43,8.8,8.8,8.38,36.49,Low
652,22,Male,53,11.17,9,2.58,1.43,0.5,0.5,8.42,55.78,Medium
653,50,Male,41,7.21,13,2.04,3.51,2.3,2.3,8.17,64.96,Medium
654,18,Male,100,10.42,19,3.32,4.31,9,9,6.05,34.68,Low
655,35,Male,89,8.15,3,0.48,2.05,2.6,2.6,9.34,53.62,Medium
656,49,Male,57,5.19,28,0.5,3.54,2.2,2.2,8.24,84.38,High
657,28,Female,58,9.01,23,0.13,0.57,1.4,1.4,8.08,79.89,High
658,38,Female,108,7.21,23,2.11,4.35,8.6,8.6,7.53,56.6,Medium
659,43,Male,50,10.53,10,1.41,4.37,5,5,7.08,37.38,Low
660,42,Male,121,8.09,25,1.19,1.1,6.7,6.7,8.2,90.63,High
661,39,Male,57,8.22,26,2.52,2.32,2.4,2.4,7.42,71.01,High
662,44,Female,95,7.3,8,4.49,0.23,7.6,7.6,7.37,48.28,Medium
